개설영역,학년,학수번호,교과목명,학점,시간,담당교수,강의시간/강의실,비고,강의평점
전공,1,A04131201,러시아어말하기(1),2,2,Svetlana Shagaeva,월 7 8 (1313),"전필,원어,전필, 원어",5.0
전공,1,A04123201,러시아어문법(1),2,2,추석훈,화 5 6 (1313),,2.2
전공,1,A04125401,러시아어언어실습(1),2,2,추석훈,화 3 4 (1313),,3.67
전공,1,A04129201,러시아어읽기(1),2,2,추석훈,화 1 2 (1313),,3.56
전공,2,N04203101,러시아문학텍스트강독및분석(1),2,2,추석훈,수 5 6 (1313),,4.0
전공,2,A04213201,러시아실용문이해(원강),2,2,손현익,월 7 8 (1403),,4.0
전공,2,A04223201,러시아어말하기심화(1),2,2,Svetlana Shagaeva,월 1 2 (1309),"전필,원어,전필, 원어",4.6
전공,2,A04223202,러시아어말하기심화(1),2,2,Svetlana Shagaeva,월 5 6 (1313),"전필,원어,전필, 원어, 재수강반",4.6
전공,2,A04221201,러시아어쓰기심화(1),2,2,전미라,수 3 4 (2415),,0.0
전공,2,A04215201,러시아어텍스트분석(1),3,3,추석훈,수 1 2 3 (1313),,3.4
전공,3,A04301401,19세기러시아문학과사회,2,2,라승도,수 5 6 (2310),,2.87
전공,3,A04359201,러시아어문장론,2,2,손현익,월 3 4 (1403),,3.86
전공,3,A04323201,러시아어토론연습,2,2,Svetlana Shagaeva,금 5 6 (1309),"원어,원어",5.0
전공,3,A04321201,러시아어통역연습,2,2,서유경,목 7 8 (1401),,3.71
전공,3,A07377201,러시아역사(1),2,2,황성우,월 1 2 (1313),,4.8
전공,3,A04453401,러시아작가연구,2,2,김수환,화 7 8 (1313),,3.75
전공,4,N04401401,FLEX러시아어세미나,2,2,김연수,월 3 4 (1313),,4.23
전공,4,A04452401,러시아문학사상과이론,2,2,김수환,화 5 6 (1307),,3.86
전공,4,A04355201,러시아어형태와의미연구,2,2,어건주,화 7 8 (1314),,0.0
전공,4,A04457201,러시아정치외교,2,2,홍완석,목 1 2 (1313),,3.67
전공,4,N04402101,현대러시아사회와문화,2,2,라승도,목 3 4 (1313),,3.0
전공,1,N11109301,루마니아학입문(1),3,3,박정오,,"온라인,비대면",2.29
전공,1,N11123101,초급루마니아어번역연습(1),2,2,백승남,화 1 2 (1504),"전필,원어",3.67
전공,1,N11105301,초급루마니아어회화(1),2,2,Cristina Preutu,월 1 2 (1411),"전필,원어",0.0
전공,1,N11105302,초급루마니아어회화(1),2,2,한성숙,화 3 4 (1411),"전필,원어",4.44
전공,1,N11121101,초급시청각루마니아어(1),1,1,김정환,목 1 (1411),전필,5.0
전공,2,N11367101,루마니아사정,2,2,박정오,수 9 10 (1411),,3.36
전공,2,N11102201,중급루마니아어문법작문,3,3,김정환,목 2 금 1 2 (1411),전필,5.0
전공,2,N11201101,중급루마니아어번역연습(1),2,2,한성숙,목 3 4 (1314),전필,3.6
전공,2,N11106301,중급루마니아어회화(1),2,2,엄태현,수 1 2 (1411),"전필,원어",0.0
전공,2,N11106302,중급루마니아어회화(1),2,2,Cristina Preutu,수 7 8 (1509-1),"전필,원어",4.75
전공,3,N11377101,FLEX루마니아어(1),2,2,안겔레스쿠록사나커털리나,화 1 2 (1411),원어,5.0
전공,3,N11371201,고급루마니아어회화(1),2,2,안겔레스쿠록사나커털리나,월 1 2 (1502),"전필,원어",5.0
전공,3,N11359101,루마니아문학사,2,2,김정환,목 3 4 (1411),,5.0
전공,3,N11352201,루마니아역사의이해,2,2,박정오,화 7 8 (1411),,3.5
전공,3,N11303101,루마니아정치경제의이해(1),2,2,Cristina Preutu,월 7 8 (1411),원어,0.0
전공,3,N11382101,루마니아종교문화,2,2,이호창,목 3 4 (1504-1),원어,3.63
전공,3,N11467101,루마니아현대문학,2,2,박정오,수 7 8 (1411),,0.0
전공,4,N11404201,루마니아문화와예술,2,2,백승남,수 1 2 (1510-1),원어,5.0
전공,4,N11351101,루마니아어학개론,2,2,엄태현,수 3 4 (1411),,4.0
전공,4,N11411201,루마니아와유럽연합(EU),2,2,Cristina Preutu,화 7 8 (1409-2),원어,0.0
전공,4,N11419101,루마니아인문학주제세미나,2,2,김정환,금 3 4 (1411),,5.0
전공,1,B03129201,기초번역실습(1),2,2,변윤행,목 3 4 (1509-1),,0.0
전공,1,O03107201,인도네시아세미나1,2,2,송승원,화 5 6 (1509),D0이상인 재수강자 및 초수강자 전용,5.0
전공,1,O03101201,초급마.인어듣기와말하기(1),2,2,Sonezza Ladyanna,화 3 4 (1509),"원어,D0이상인 재수강자 및 초수강자 전용",0.0
전공,1,O03103101,초급마.인어의이해(1),2,2,최신영,화 7 8 (1303),D0이상인 재수강자 및 초수강자 전용,4.67
전공,1,O03105201,초급마.인어읽기와쓰기(1),2,2,송승원,화 7 8 (1509),D0이상인 재수강자 및 초수강자 전용,0.0
전공,1,O03115101,초급마.인어텍스트연습(1),2,2,김장겸,목 5 6 (1509),"전필,D0이상인 재수강자 및 초수강자 전용, 전필",2.25
전공,1,O03109101,초급말레이어듣기와말하기(1),2,2,Nurchayati,월 1 2 (1509-1),원어,0.0
전공,1,O03111101,초급인도네시아어듣기와말하기(1),2,2,Sonezza Ladyanna,화 1 2 (1509),원어,5.0
전공,2,O03209101,마.인언어학입문(1),2,2,이주영,월 3 4 (1509-1),,4.67
전공,2,O03209102,마.인언어학입문(1),2,2,이주영,월 7 8 (1509-1),,4.67
전공,2,O03204201,마.인종교와문화사,2,2,Sony Karsono,수 3 4 (1509),원어,4.0
전공,2,O03203101,마.인현대문학의이해,2,2,김장겸,월 5 6 (1509-1),,2.56
전공,2,B03235201,중급마.인어문법(1),2,2,이주영,월 1 2 (1509),,5.0
전공,2,O03211101,중급말레이어듣기와말하기(1),2,2,Nurchayati,수 1 2 (1509-1),원어,0.0
전공,2,O03205101,중급멀티미디어마.인어(1),2,2,Sonezza Ladyanna,금 1 2 (1509),원어,4.0
전공,2,O03205102,중급멀티미디어마.인어(1),2,2,Sonezza Ladyanna,금 3 4 (1509),원어,4.0
전공,2,O03213101,중급인도네시아어듣기와말하기(1),2,2,Sonezza Ladyanna,수 5 6 (1509),원어,5.0
전공,3,O03315101,고급마.인어텍스트연습(1),2,2,김장겸,목 3 4 (1509),,0.0
전공,3,O03113201,고급말레이어듣기와말하기,2,2,Nurchayati,수 5 6 (1509-1),원어,0.0
전공,3,B03381201,고급인도네시아어듣기와말하기,2,2,Sonezza Ladyanna,수 7 8 (1509),원어,5.0
전공,3,O03307101,마.인비교문학,2,2,Sony Karsono,목 5 6 (1509-1),원어,5.0
전공,3,O03309201,마.인어기술번역,2,2,변윤행,목 7 8 (1509),,2.75
전공,3,O03313101,마.인역사(고대사),2,2,송승원,월 5 6 (1509),,0.0
전공,3,O03305101,실무마.인어,2,2,최신영,화 5 6 (1303),,0.0
전공,4,B03383201,FLEX마.인어,2,2,양은심에블린,수 3 4 (1301),원어,0.0
전공,4,O03405101,마.인어문화예술번역(1),2,2,김장겸,월 3 4 (1509),,0.0
전공,4,O03407201,마.인어시사번역연습(1),2,2,노정주,금 5 6 (1509),,0.0
전공,4,O03415201,마.인지리문화의이해(1),2,2,Sony Karsono,수 1 2 (1509),원어,0.0
전공,4,O03417101,말레이세계사,2,2,송승원,월 7 8 (1509),,5.0
전공,4,O03412201,비즈니스통역연습,2,2,양은심에블린,수 7 8 (1301),원어,0.0
이중(제2),2,R08324101,문화콘텐츠와트랜드탐사,3,3,이한나,화 7 8 9 (4405),,3.22
이중(제2),2,R08202101,문화콘텐츠학입문,3,3,장해라,수 1 2 3 (4216),,0.0
이중(제2),2,R08224101,상상력과문화콘텐츠,3,3,이효원,목 1 2 3 (4415),,0.0
이중(제2),2,R08237101,지역과문화자원개발1,3,3,김진영,수 7 8 9 (4415),,3.75
이중(제2),3,R08326101,문화콘텐츠기획,3,3,신정아,월 7 8 9 (4419),,5.0
이중(제2),3,R08205101,문화콘텐츠와스토리텔링,3,3,김세익,월 4 5 6 (4415),,4.29
이중(제2),3,R08341101,지역사회와박물관,3,3,이한주,목 7 8 9 (4402),,2.0
이중(제2),3,R08336101,축제와문화콘텐츠1,3,3,김남희,목 4 5 6 (4214),,3.0
이중(제2),3,R08345101,코리아타운과한류1,3,3,정성희,월 1 2 3 (4417),,0.0
전공,2,I04204101,Media & Popular Culture of US and Britain,3,3,송문실,수 7 8 9 (0511),영미권통상통번역 전공 교류,0.0
전공,2,I04201101,Survey of British History,3,3,김상수,수 4 5 6 (0311),영미권통상통번역 전공 교류,5.0
전공,3,I04307101,Britain and Europe,3,3,김상수,화 1 2 3 (0403),영미권통상통번역 전공 교류,0.0
전공,3,I04304101,Current Affairs of US & Britain,2,2,하정연,월 5 6 (0309),영미권통상통번역 전공 교류,1.0
전공,3,I04301201,International Politics of US & Commonwealth,3,3,하정연,수 2 금 7 8 (0505),영미권통상통번역 전공 교류,0.0
전공,3,I04302101,MICE Industry Basics,2,2,박영종,목 5 6 (0302),영미권통상통번역 전공 교류,0.0
전공,4,I04402101,English for Global Business,2,2,송문실,목 5 6 (0303),영미권통상통번역 전공 교류,0.0
전공,1,F08101701,일반생물학1,3,3,옥승한,월 1 2 3 (5206),,4.77
전공,1,T01107A01,컴퓨터개론및실습,3,4,김보형,화 7 8 (5207) 목 5 6 (5101),전필,4.13
전공,2,T10207101,객체지향프로그래밍및실습,3,3,김보형,화 5 목 7 8 (5101),,5.0
전공,2,T10201101,미생물학,3,3,형수진,목 1 2 3 (0501),,3.0
전공,2,T10308101,바이오확률통계,3,3,고윤희,월 5 6 목 4 (5208),전필,4.78
전공,2,T10202101,의용회로및실습,3,4,강교원,수 7 8 금 3 4 (5101),전필,0.0
전공,3,T10302201,BME신호및시스템,3,3,남윤호,수 1 2 금 5 (5101),전필,4.2
전공,3,T10402201,바이오메디컬인공지능,3,3,김모건,화 3 4 금 2 (5101),,0.0
전공,3,T10309201,생명정보학을위한데이터마이닝,3,3,고윤희,월 3 목 2 3 (5101),전필,4.86
전공,3,T10313101,생체신호계측기기설계및실습,3,3,강교원,수 5 6 금 6 (5101),,0.0
전공,3,T10307301,의료영상물리학,3,3,우명균,월 8 수 7 8 (5214),,3.33
전공,3,T10315101,화학정보학,3,3,김모건,화 7 8 금 3 (5214),,5.0
전공,4,T10403201,BME캡스톤디자인실습,3,3,우명균,월 4 5 6 (5214),전필,0.0
전공,4,T10403202,BME캡스톤디자인실습,3,3,우명균,화 4 5 6 (5214),전필,0.0
전공,4,T10401201,고급의료영상처리및실습,3,3,남윤호,월 1 2 수 5 (5214),,0.0
전공,2,T08101101,디지털논리회로,3,3,임채강,월 6 7 수 6 (5402),"전필,부트캠프 참여학생(타학과) 수강 가능",4.0
전공,2,T08203101,반도체공학실험1,2,3,임채강,금 7 8 9 (5311),부트캠프 참여학생(타학과) 수강 가능,0.0
전공,2,T08204101,자료구조및알고리즘,3,3,김민준,수 7 금 3 4 (5303),부트캠프 참여학생(타학과) 수강 가능,0.0
전공,2,T08201101,전자기학,3,3,임채강,월 2 수 3 4 (5303),부트캠프 참여학생(타학과) 수강 가능,0.0
전공,2,T08202101,회로이론,3,3,임채강,월 3 4 수 2 (5402),"전필,부트캠프 참여학생(타학과) 수강 가능",0.0
전공,2,T03217201,디지털기초설계및실습,2,3,주정석,금 7 8 9 (5212),"공동 출제 및 평가 교과목, 타과생(이중전공/부전공 포함) 수강 금지",3.5
전공,2,T03217202,디지털기초설계및실습,2,3,이정훈,금 7 8 9 (5314),"공동 출제 및 평가 교과목, 타과생(이중전공/부전공 포함) 수강 금지",4.5
전공,2,T03202401,자료구조및알고리즘,3,3,김민준,수 8 금 5 6 (5303),,0.0
전공,2,T03113301,전기회로,3,3,박영철,화 4 5 6 (5402),"전필,전자과 최초 수강생만 수강 가능",0.0
전공,2,F02314401,전자기학,3,3,이성현,월 5 6 화 7 (5206),,1.84
전공,3,T03459201,HDL응용설계,3,3,조경순,월 3 4 화 7 (5303),,4.9
전공,3,T03457601,디지털신호처리,3,3,주정석,월 9 10 화 10 (5402),,0.0
전공,3,T01203801,마이크로프로세서및실습,3,4,Shin Hwan Hwang,화 5 6 (5314) 목 5 6 (5303),타과생(이중전공/부전공 포함) 수강 금지,4.11
전공,3,T03309301,전자회로설계,3,4,이성현,월 7 8 화 8 9 (5314),"전필,2014~2017학번은 전공필수 대상",3.94
전공,3,T03381201,통신이론,3,3,이정훈,화 4 수 2 3 (5314),,4.5
전공,4,T03472201,RF집적회로설계,3,3,박영철,월 4 5 6 (5212),,3.67
전공,4,T04351701,데이터통신,3,3,이정훈,수 6 금 2 3 (5314),,4.57
전공,4,T01401401,디지털집적회로설계,3,3,신기철,월 7 수 7 8 (0518),,0.0
전공,4,T03307201,전자공학종합설계프로젝트,3,3,주정석,금 4 5 6 (5314),"전필,졸업 필수 과목(이중전공생 포함)",4.33
이중(부)전공,2,C07301102,뉴미디어테크놀로지,3,3,한상룡,수 4 5 6 (0517),전필,2.63
이중(부)전공,2,C03401102,방송의이해,3,3,이정민,금 7 8 9 (0304),전필,0.0
이중(부)전공,3,C03292102,영화영상의이해,3,3,김영찬,월 4 5 6 (0411),,3.54
이중(부)전공,4,R08315202,디지털문화론,3,3,윤상호,월 7 8 9 (0411),,4.67
이중(부)전공,4,C03478102,미디어산업론,3,3,이정민,금 4 5 6 (0304),,0.0
전공,1,N07102101,브라질-중남미사,2,2,윤택동,화 7 8 (1311),전필,4.1
전공,1,A07113401,초급포르투갈어문법작문(1),4,4,한송이,화 3 4 목 3 4 (1311),"전필,원어",4.44
전공,1,A07115801,초급포르투갈어회화(1),4,4,Mariene de Fatima Cordeiro de Queiroga,화 1 2 목 1 2 (1311),"전필,원어",4.33
전공,2,N07203101,브라질-중남미경제사,2,2,윤택동,화 3 4 (1302),,5.0
전공,2,A07201101,중급포르투갈어강독(1),2,2,김인영,금 3 4 (1403),"전필,원어",5.0
전공,2,A07207701,중급포르투갈어회화(1),4,4,Mariene de Fatima Cordeiro de Queiroga,수 1 2 금 1 2 (1311),"전필,원어",4.0
전공,3,N07314101,Celpe-Bras/TPPB세미나I,2,2,김인영,수 3 4 (1403),원어,0.0
전공,3,A07317201,고급포르투갈어회화작문(1),2,2,Mariene de Fatima Cordeiro de Queiroga,금 5 6 (1311),원어,5.0
전공,3,N07307101,브라질거시경제분석,2,2,윤택동,월 7 8 (1311),,3.0
전공,3,N07362101,브라질경제경영통계분석,2,2,임경국,월 10 11 (1311),,3.75
전공,3,N07306201,브라질기업조직행동과인사관리,2,2,이성준,화 5 6 (1311),,3.25
전공,3,N07361101,브라질기업회계론,2,2,임경국,목 10 11 (1311),,4.0
전공,4,N07403101,브라질사회문화세미나1,2,2,한송이,목 5 6 (1311),원어,0.0
전공,1,R05161101,동아시아현대사,3,3,김희원,금 1 2 3 (4215),전필,0.0
전공,1,Y61120101,서양문명사,3,3,윤용선,수 1 2 3 (4215),,4.49
전공,1,R05215101,서양사강독,3,3,권은혜,월 7 8 9 (4215),,0.0
전공,1,R02103101,한국사입문,3,3,이수기,목 1 2 3 (4215),,1.96
전공,2,R05202101,디지털역사학과아카이브,3,3,백광열,목 7 8 9 (4215),,1.0
전공,2,R05212101,서양근대사,3,3,박지배,수 7 8 9 (4215),전필,4.71
전공,2,R02205101,유물.유적탐구,2,2,최은진,화 5 6 (4215),,0.0
전공,2,R05214101,중국고대사,3,3,이근명,월 1 2 3 (4215),,4.5
전공,2,R05353101,한국고대사,3,3,여호규,수 4 5 6 (4215),,4.67
전공,3,R05360101,고고학개론,3,3,최영민,화 1 2 3 (4215),,3.5
전공,3,R05408101,독일의역사와문화,3,3,노명환,화 7 8 9 (4215),,1.0
전공,3,U51605101,동양사상사,3,3,김상범,월 4 5 6 (4215),,5.0
전공,3,R05477101,한국사회운동사,3,3,송재경,금 4 5 6 (4215),,0.0
전공,4,R02400101,고적답사,1,1,여호규,수 10 (4215),전필,4.5
전공,4,R05407101,중앙아시아사,3,3,이영희,목 4 5 6 (4215),,4.83
전공,4,R02442101,한국사세미나1,3,3,나유정,목 7 8 9 (4213),,0.0
전공,1,T02103101,경영수학,3,3,선지웅,화 2 3 목 4 (0303),"전필,산업경영공학과 1학년 or 초수강",3.45
전공,1,T02103102,경영수학,3,3,황성태,목 7 8 9 (5403),"전필,재수강, 이중전공, 편입생",0.0
전공,1,T05101101,산업경영공학개론,3,3,이성룡,수 7 8 9 (0604),산업경영공학과 2025학번 or 자율전공생,4.09
전공,2,T02201101,공학통계,3,3,윤재욱,월 3 수 7 8 (5403),전필,3.31
전공,2,T02120101,공학회계,3,3,김문수,월 7 8 화 6 (5403),,3.0
전공,2,T03202301,자료구조및알고리즘,3,3,Bernardo Nugroho Yahya,월 2 수 1 2 (5406),원어,3.75
전공,3,D03380201,경영과학,3,3,이충목,월 4 화 3 4 (5403),전필,2.97
전공,3,T06304201,데이터사이언스응용,3,3,이석룡,월 7 (5203) 화 1 2 (5403),"전필,산업경영공학과 3학년 or 초수강",5.0
전공,3,T06304202,데이터사이언스응용,3,3,이석룡,월 8 (5203) 화 7 8 (5403),"전필,재수강, 이중전공, 편입생",5.0
전공,3,T05301201,정보시스템개발및실습,3,3,Bernardo Nugroho Yahya,수 4 5 6 (5203),원어,3.3
전공,3,T02355201,품질경영및관리,3,3,윤재욱,월 5 6 화 5 (5403),,2.89
전공,4,T02141101,기업정보시스템,3,3,최기석,수 3 금 2 3 (5203),,3.13
전공,4,T02459101,산업시스템공학특론,3,3,홍성원,월 4 5 6 (5203),,0.0
전공,4,T05412101,캡스톤디자인실습,2,3,김문수,금 7 8 9 (5403),,0.0
전공,4,T05411101,캡스톤디자인프로젝트,3,3,이충목,화 7 8 9 (0304),,0.0
전공,2,F09453201,분자생물학1,3,3,송미령,월 1 2 3 (0416),[분자생물학]과 동일,0.0
전공,2,F09205101,생명공학실험1,2,4,박중찬,화 9 10 11 12 (0416),전필,0.0
전공,2,F09205102,생명공학실험1,2,4,신경철,목 9 10 11 12 (0416),전필,5.0
전공,2,F09361201,생화학,3,3,신지혜,수 5 6 목 6 (0501),원어,0.0
전공,2,F09212101,세포생물학,3,3,이기원,월 7 8 목 7 (0604),,4.5
전공,2,F09201101,일반미생물학1,3,3,조기성,화 5 6 수 7 (0501),전필,4.15
전공,2,F09201102,일반미생물학1,3,3,신경철,화 5 6 수 7 (0416),전필,3.75
전공,3,F09304201,고급생명공학실험,2,4,명희준,수 10 11 금 10 11 (0416),"전필,[생명공학실험3]과 동일",0.0
전공,3,F09315301,고급생화학,3,3,신지혜,월 2 화 3 4 (0501),"원어,신설",0.0
전공,3,F09206101,바이러스학,3,3,명희준,목 3 4 (0416),수 4 온라인 강의,4.33
전공,3,F09318101,유전학,3,3,신지혜,화 8 수 2 3 (0501),원어,0.0
전공,3,F09457201,응용생물공학,3,3,신경철,월 5 6 화 7 (0416),[생물공학]과 동일,0.0
전공,4,F09405201,생명공학연구방법론,3,3,명희준,화 7 목 7 8 (0405),,5.0
전공,4,F09484201,생명공학전공실습1,2,3,명희준,월 10 11 12 (0416),로테이션생만 신청,0.0
전공,4,F09403201,생명공학특수연구및토론1,1,2,이기원,수 11 12 (0309),졸업논문신청자만/졸업시험과 중복불가,0.0
전공,4,F09406101,항체공학,3,3,박중찬,화 8 목 5 6 (0416),,2.0
전공,4,F09409201,후성유전학,2,2,이기원,월 3 4 (0309),[신경생물학]과 동일,0.0
전공,2,O13217101,서아프리카와개발,2,2,배유진,월 7 8 (2303-2),,0.0
전공,2,O13213201,서아프리카종교와사상,2,2,장용규,월 3 4 (1306),전공교류,5.0
전공,2,O13202301,하우사말하기(중급),2,2,김학수,목 5 6 (1513),전필,1.0
전공,2,O13201301,하우사문법(중급),2,2,김학수,목 7 8 (1513),전필,1.0
전공,2,O13214201,하우사읽기(초급),2,2,김학수,금 3 4 (1303),,3.0
전공,3,O13316101,서아프리카지역세미나1,2,2,장용규,금 1 2 (1306),,0.0
전공,3,O13315101,서아프리카철학,2,2,송정은,수 3 4 (2306),전공교류,0.0
전공,4,O13408301,서아프리카이슬람과여성,2,2,김효정,수 1 2 (1507-1),,0.0
전공,4,O13410101,서아프리카현대문학,2,2,송정은,금 5 6 (2517),,0.0
이중(부)전공,2,J01009401,공연예술학개론,2,2,차병호,화 3 4 (4402),,0.0
이중(부)전공,2,J04015201,문화예술교육개론,2,2,차병호,목 3 4 (4402),,0.0
이중(부)전공,2,J01002201,문화예술미디에이션개론,2,2,서정미,화 1 2 (4404),,0.0
이중(부)전공,2,J01010401,한국영화텍스트분석,2,2,박진후,월 7 8 (4402),,4.4
이중(부)전공,3,J01305201,미디어기술과문화예술,2,2,나은희,월 1 2 (4404-1),,0.0
이중(부)전공,3,J04202401,지역문화자원개발,2,2,이한주,목 5 6 (4402),,0.0
